run,bioProject,bioSample,tissue,additional_info,condition_treatment,source,species,breed,gender,development_stage
ERR2353380,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353381,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353382,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353383,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353384,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353385,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353386,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353387,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353388,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353389,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353390,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353391,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353392,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353393,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353394,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353395,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353396,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353397,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353398,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353399,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353400,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353401,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353402,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353403,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353404,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353405,PRJEB25226,SAMEA103886480,female gonad,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353406,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353407,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353408,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353409,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353410,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353411,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353412,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353413,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353414,PRJEB25226,SAMEA103886670,pancreas,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353424,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353425,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353426,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353427,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353428,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353429,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353430,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353431,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353432,PRJEB25226,SAMEA103886383,Peyer's patch,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353433,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353435,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353436,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353437,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353438,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353439,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353440,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353441,PRJEB25226,SAMEA103886884,popliteal lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353442,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353443,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353444,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353445,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353446,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353447,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353448,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353449,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353450,PRJEB25226,SAMEA103886815,prescapular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353451,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353452,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353453,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353454,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353455,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353456,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353457,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353458,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353459,PRJEB25226,SAMEA103886805,pylorus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,other,
ERR2353460,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353461,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353462,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353463,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353464,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353465,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353466,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353467,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353468,PRJEB25226,SAMEA103887203,right cardiac atrium,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353469,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353470,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353471,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353472,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353473,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353474,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353475,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353476,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353477,PRJEB25226,SAMEA103886813,rectum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353478,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353479,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353480,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353481,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353482,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353483,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353484,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353485,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353486,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353487,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353488,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353489,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353490,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353491,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353492,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353493,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353494,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353495,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353496,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353497,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353498,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353499,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353500,PRJEB25226,SAMEA103886616,reticulum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353501,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353502,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353503,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353504,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353505,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353506,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353507,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353508,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353509,PRJEB25226,SAMEA103887128,rumen,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353510,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353511,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353512,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353513,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353514,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353515,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353516,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353517,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353518,PRJEB25226,SAMEA103887193,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353519,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353520,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353521,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353522,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353523,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353524,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353525,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353526,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353527,PRJEB25226,SAMEA103886628,saliva-secreting gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353528,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353529,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353530,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353531,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353532,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353533,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353534,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353535,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353536,PRJEB25226,SAMEA103886577,submandibular lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353537,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353538,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353539,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353540,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353541,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353542,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353543,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353544,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353545,PRJEB25226,SAMEA103886544,spleen,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353546,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353547,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353548,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353549,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353550,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353551,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353552,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353553,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353554,PRJEB25226,SAMEA103886532,thoracic part of esophagus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353555,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353556,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353557,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353558,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353559,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353560,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353561,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353562,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353563,PRJEB25226,SAMEA103886975,thyroid gland,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353564,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353565,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353566,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353567,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353568,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353569,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353570,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353571,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353572,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353573,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353574,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353575,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353576,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353577,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353578,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353579,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353580,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353581,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353582,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353583,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353584,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353585,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353586,PRJEB25226,SAMEA103886949,thymus,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353587,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353588,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353589,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353590,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353591,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353592,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353593,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353594,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353595,PRJEB25226,SAMEA103886914,palatine tonsil,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353596,PRJEB25226,SAMEA103887209,abomasum,normal,River Buffalo, Mediterranean,MALE,ADULT,Alimentary canal,
ERR2353597,PRJEB25226,SAMEA103887209,abomasum,normal,River Buffalo, Mediterranean,MALE,ADULT,Alimentary canal,
ERR2353598,PRJEB25226,SAMEA103887209,abomasum,normal,River Buffalo, Mediterranean,MALE,ADULT,Alimentary canal,
ERR2353599,PRJEB25226,SAMEA103887209,abomasum,normal,River Buffalo, Mediterranean,MALE,ADULT,Alimentary canal,
